#term ID	term description	observed gene count	background gene count	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0071900	regulation of protein serine/threonine kinase activity	7	488	0.0050	ENSP00000231751,ENSP00000283752,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000471493	AGER,ELANE,FPR1,LTF,S100A12,SAA1,SERPINB3
GO:0009653	anatomical structure morphogenesis	15	1992	0.0054	ENSP00000231751,ENSP00000233242,ENSP00000236826,ENSP00000246635,ENSP00000264657,ENSP00000297991,ENSP00000301653,ENSP00000306512,ENSP00000308452,ENSP00000355124,ENSP00000357712,ENSP00000362795,ENSP00000369317,ENSP00000373487,ENSP00000449404	APOB,AQP3,CXCL8,CXCR3,KRT13,KRT16,KRT17,KRT18,KRT19,KRT6A,KRT8,LTF,MMP8,S100A7,STAT3
GO:0031581	hemidesmosome assembly	2	12	0.0054	ENSP00000167586,ENSP00000252242	KRT14,KRT5
GO:1903900	regulation of viral life cycle	4	135	0.0056	ENSP00000231751,ENSP00000255040,ENSP00000306512,ENSP00000342082	APCS,CXCL8,LTF,SLPI
GO:0001910	regulation of leukocyte mediated cytotoxicity	3	60	0.0061	ENSP00000343445,ENSP00000364210,ENSP00000452780	AGER,B2M,SERPINB4
GO:0010951	negative regulation of endopeptidase activity	5	242	0.0061	ENSP00000231751,ENSP00000262768,ENSP00000283752,ENSP00000342082,ENSP00000343445	LTF,SERPINB3,SERPINB4,SLPI,TIMP2
GO:0044130	negative regulation of growth of symbiont in host	2	13	0.0061	ENSP00000216336,ENSP00000466090	CTSG,ELANE
GO:1905048	regulation of metallopeptidase activity	2	13	0.0061	ENSP00000262768,ENSP00000264657	STAT3,TIMP2
GO:0043542	endothelial cell migration	3	61	0.0063	ENSP00000236850,ENSP00000296370,ENSP00000357697	APOA1,S100A2,S100P
GO:0050891	multicellular organismal water homeostasis	3	62	0.0066	ENSP00000297991,ENSP00000301653,ENSP00000357791	AQP3,HRNR,KRT16
GO:0045860	positive regulation of protein kinase activity	7	517	0.0067	ENSP00000231751,ENSP00000255409,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000471493	AGER,CHI3L1,ELANE,FPR1,LTF,S100A12,SAA1
GO:0007204	positive regulation of cytosolic calcium ion concentration	5	251	0.0069	ENSP00000305651,ENSP00000362795,ENSP00000384906,ENSP00000468897,ENSP00000471493	CXCL10,CXCR3,FPR1,FPR2,SAA1
GO:0050930	induction of positive chemotaxis	2	15	0.0075	ENSP00000306512,ENSP00000364210	AGER,CXCL8
GO:0061045	negative regulation of wound healing	3	66	0.0076	ENSP00000252244,ENSP00000255040,ENSP00000364210	AGER,APCS,KRT1
GO:0001819	positive regulation of cytokine production	6	390	0.0079	ENSP00000259396,ENSP00000296435,ENSP00000364210,ENSP00000384906,ENSP00000452780,ENSP00000466090	AGER,B2M,CAMP,ELANE,ORM1,SAA1
GO:0032677	regulation of interleukin-8 production	3	67	0.0079	ENSP00000262865,ENSP00000296435,ENSP00000466090	BPI,CAMP,ELANE
GO:0052548	regulation of endopeptidase activity	6	393	0.0082	ENSP00000231751,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000342082,ENSP00000343445	LTF,SERPINB3,SERPINB4,SLPI,STAT3,TIMP2
GO:0043406	positive regulation of MAP kinase activity	5	264	0.0083	ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000471493	AGER,ELANE,FPR1,S100A12,SAA1
GO:0006641	triglyceride metabolic process	3	69	0.0084	ENSP00000233242,ENSP00000236850,ENSP00000297258	APOA1,APOB,FABP5
GO:0016043	cellular component organization	27	5163	0.0088	ENSP00000167586,ENSP00000167588,ENSP00000216336,ENSP00000219022,ENSP00000225844,ENSP00000233242,ENSP00000236826,ENSP00000236850,ENSP00000246635,ENSP00000252242,ENSP00000252244,ENSP00000252250,ENSP00000252252,ENSP00000255040,ENSP00000262768,ENSP00000264657,ENSP00000301653,ENSP00000308452,ENSP00000355124,ENSP00000357791,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000379110,ENSP00000448220,ENSP00000449404,ENSP00000466090	AGER,APCS,APOA1,APOB,CCL13,CTSG,CXCL1,ELANE,HRNR,KRT1,KRT13,KRT14,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT5,KRT6A,KRT6B,KRT6C,KRT8,MMP8,OLFM4,STAT3,TIMP2
GO:0045766	positive regulation of angiogenesis	4	162	0.0099	ENSP00000255409,ENSP00000264657,ENSP00000306512,ENSP00000362795	CHI3L1,CXCL8,CXCR3,STAT3
GO:0016032	viral process	7	571	0.0109	ENSP00000264657,ENSP00000283752,ENSP00000329243,ENSP00000355124,ENSP00000373487,ENSP00000449404,ENSP00000452780	B2M,KRT18,KRT19,KRT7,KRT8,SERPINB3,STAT3
GO:0032717	negative regulation of interleukin-8 production	2	19	0.0109	ENSP00000262865,ENSP00000466090	BPI,ELANE
GO:0061436	establishment of skin barrier	2	19	0.0109	ENSP00000301653,ENSP00000357791	HRNR,KRT16
GO:0080134	regulation of response to stress	11	1299	0.0109	ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000283752,ENSP00000343445,ENSP00000357726,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,APOB,ELANE,KRT1,LTF,S100A12,SAA1,SERPINB3,SERPINB4
GO:1903901	negative regulation of viral life cycle	3	77	0.0109	ENSP00000231751,ENSP00000255040,ENSP00000342082	APCS,LTF,SLPI
GO:0044092	negative regulation of molecular function	10	1119	0.0118	ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000262768,ENSP00000283752,ENSP00000342082,ENSP00000343445,ENSP00000348170,ENSP00000364210,ENSP00000452780	AGER,APCS,APOA1,B2M,HP,LTF,SERPINB3,SERPINB4,SLPI,TIMP2
GO:0046890	regulation of lipid biosynthetic process	4	174	0.0122	ENSP00000233242,ENSP00000236850,ENSP00000297258,ENSP00000468897	APOA1,APOB,FABP5,FPR2
GO:0050707	regulation of cytokine secretion	4	174	0.0122	ENSP00000236850,ENSP00000259396,ENSP00000296435,ENSP00000384906	APOA1,CAMP,ORM1,SAA1
GO:0031342	negative regulation of cell killing	2	21	0.0126	ENSP00000343445,ENSP00000369317	KRT6A,SERPINB4
GO:0002227	innate immune response in mucosa	2	22	0.0135	ENSP00000231751,ENSP00000296435	CAMP,LTF
GO:0045069	regulation of viral genome replication	3	85	0.0138	ENSP00000231751,ENSP00000306512,ENSP00000342082	CXCL8,LTF,SLPI
GO:0022603	regulation of anatomical structure morphogenesis	9	961	0.0142	ENSP00000219022,ENSP00000225844,ENSP00000236850,ENSP00000252244,ENSP00000255409,ENSP00000264657,ENSP00000305651,ENSP00000306512,ENSP00000362795	APOA1,CCL13,CHI3L1,CXCL10,CXCL8,CXCR3,KRT1,OLFM4,STAT3
GO:0042633	hair cycle	3	89	0.0153	ENSP00000167586,ENSP00000301653,ENSP00000308452	KRT14,KRT16,KRT17
GO:0033344	cholesterol efflux	2	24	0.0154	ENSP00000233242,ENSP00000236850	APOA1,APOB
GO:0042127	regulation of cell population proliferation	12	1594	0.0163	ENSP00000231751,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000306512,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000379110,ENSP00000448220,ENSP00000466090	AGER,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,KRT4,KRT6A,LTF,SERPINB3,STAT3,TIMP2
GO:0001914	regulation of T cell mediated cytotoxicity	2	25	0.0165	ENSP00000364210,ENSP00000452780	AGER,B2M
GO:0060259	regulation of feeding behavior	2	25	0.0165	ENSP00000221515,ENSP00000264657	RETN,STAT3
GO:2000406	positive regulation of T cell migration	2	25	0.0165	ENSP00000305651,ENSP00000357712	CXCL10,S100A7
GO:0043086	negative regulation of catalytic activity	8	809	0.0174	ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000262768,ENSP00000283752,ENSP00000342082,ENSP00000343445,ENSP00000348170	APCS,APOA1,HP,LTF,SERPINB3,SERPINB4,SLPI,TIMP2
GO:0060706	cell differentiation involved in embryonic placenta development	2	26	0.0175	ENSP00000355124,ENSP00000449404	KRT19,KRT8
GO:1904646	cellular response to amyloid-beta	2	26	0.0175	ENSP00000364210,ENSP00000468897	AGER,FPR2
GO:0043950	positive regulation of cAMP-mediated signaling	2	27	0.0186	ENSP00000305651,ENSP00000362795	CXCL10,CXCR3
GO:0050716	positive regulation of interleukin-1 secretion	2	27	0.0186	ENSP00000259396,ENSP00000384906	ORM1,SAA1
GO:0014002	astrocyte development	2	29	0.0206	ENSP00000364210,ENSP00000468897	AGER,FPR2
GO:0033280	response to vitamin D	2	30	0.0218	ENSP00000297991,ENSP00000305651	AQP3,CXCL10
GO:0090023	positive regulation of neutrophil chemotaxis	2	30	0.0218	ENSP00000306512,ENSP00000379110	CXCL1,CXCL8
GO:0006656	phosphatidylcholine biosynthetic process	2	31	0.0229	ENSP00000236850,ENSP00000297258	APOA1,FABP5
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	2	32	0.0241	ENSP00000219022,ENSP00000236850	APOA1,OLFM4
GO:0045595	regulation of cell differentiation	12	1695	0.0246	ENSP00000219022,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000255040,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000297991,ENSP00000305651,ENSP00000364210,ENSP00000452780	AGER,APCS,APOA1,APOB,AQP3,B2M,CXCL10,LTF,OLFM4,SERPINB3,STAT3,TIMP2
GO:0048585	negative regulation of response to stimulus	11	1483	0.0254	ENSP00000231751,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000262768,ENSP00000283752,ENSP00000306512,ENSP00000343445,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APCS,APOA1,CXCL8,ELANE,KRT1,LTF,SAA1,SERPINB3,SERPINB4,TIMP2
GO:0008284	positive regulation of cell population proliferation	8	878	0.0263	ENSP00000231751,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000466090	AGER,CXCL10,CXCR3,ELANE,KRT6A,LTF,SERPINB3,STAT3
GO:0051716	cellular response to stimulus	29	6212	0.0266	ENSP00000167588,ENSP00000216336,ENSP00000225844,ENSP00000233242,ENSP00000236850,ENSP00000246635,ENSP00000252244,ENSP00000255409,ENSP00000262865,ENSP00000264657,ENSP00000297435,ENSP00000297991,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000348170,ENSP00000355124,ENSP00000357726,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000373487,ENSP00000379110,ENSP00000380437,ENSP00000384906,ENSP00000449404,ENSP00000452780,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,AQP3,B2M,BPI,CCL13,CHI3L1,CTSG,CXCL1,CXCL10,CXCL8,CXCR3,DEFA4,FPR1,FPR2,HP,KRT1,KRT13,KRT17,KRT18,KRT19,KRT20,KRT8,LCN2,S100A12,SAA1,SLC22A17,STAT3
GO:0070741	response to interleukin-6	2	34	0.0266	ENSP00000255409,ENSP00000264657	CHI3L1,STAT3
GO:0032680	regulation of tumor necrosis factor production	3	115	0.0275	ENSP00000231751,ENSP00000259396,ENSP00000262865	BPI,LTF,ORM1
GO:0050715	positive regulation of cytokine secretion	3	117	0.0286	ENSP00000259396,ENSP00000296435,ENSP00000384906	CAMP,ORM1,SAA1
GO:0045785	positive regulation of cell adhesion	5	375	0.0292	ENSP00000219022,ENSP00000236850,ENSP00000364210,ENSP00000384906,ENSP00000466090	AGER,APOA1,ELANE,OLFM4,SAA1
GO:0050706	regulation of interleukin-1 beta secretion	2	37	0.0304	ENSP00000236850,ENSP00000259396	APOA1,ORM1
GO:0045597	positive regulation of cell differentiation	8	908	0.0311	ENSP00000219022,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000364210	AGER,APOA1,APOB,LTF,OLFM4,SERPINB3,STAT3,TIMP2
GO:0097435	supramolecular fiber organization	5	383	0.0315	ENSP00000167586,ENSP00000167588,ENSP00000308452,ENSP00000355124,ENSP00000449404	KRT14,KRT17,KRT19,KRT20,KRT8
GO:0032715	negative regulation of interleukin-6 production	2	38	0.0316	ENSP00000259396,ENSP00000262865	BPI,ORM1
GO:0045214	sarcomere organization	2	38	0.0316	ENSP00000355124,ENSP00000449404	KRT19,KRT8
GO:0051180	vitamin transport	2	38	0.0316	ENSP00000236850,ENSP00000257264	APOA1,TCN1
GO:0071347	cellular response to interleukin-1	3	124	0.0326	ENSP00000225844,ENSP00000255409,ENSP00000306512	CCL13,CHI3L1,CXCL8
GO:0050794	regulation of cellular process	42	10484	0.0334	ENSP00000167588,ENSP00000219022,ENSP00000221515,ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000252244,ENSP00000255040,ENSP00000255409,ENSP00000259396,ENSP00000262768,ENSP00000262865,ENSP00000264657,ENSP00000283752,ENSP00000296435,ENSP00000297258,ENSP00000297991,ENSP00000301653,ENSP00000305651,ENSP00000306512,ENSP00000308452,ENSP00000342082,ENSP00000343445,ENSP00000348170,ENSP00000355124,ENSP00000357712,ENSP00000357726,ENSP00000362108,ENSP00000362795,ENSP00000364210,ENSP00000369317,ENSP00000373487,ENSP00000379110,ENSP00000380437,ENSP00000384906,ENSP00000448220,ENSP00000449404,ENSP00000452780,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APCS,APOA1,APOB,AQP3,B2M,BPI,CAMP,CCL13,CHI3L1,CXCL1,CXCL10,CXCL8,CXCR3,ELANE,FABP5,FPR1,FPR2,HP,KRT1,KRT16,KRT17,KRT18,KRT19,KRT20,KRT4,KRT6A,KRT8,LCN2,LTF,OLFM4,ORM1,RETN,S100A12,S100A7,SAA1,SERPINB3,SERPINB4,SLC22A17,SLPI,STAT3,TIMP2
GO:0034381	plasma lipoprotein particle clearance	2	40	0.0341	ENSP00000233242,ENSP00000236850	APOA1,APOB
GO:0042304	regulation of fatty acid biosynthetic process	2	40	0.0341	ENSP00000236850,ENSP00000297258	APOA1,FABP5
GO:0043030	regulation of macrophage activation	2	40	0.0341	ENSP00000262865,ENSP00000364210	AGER,BPI
GO:0051281	positive regulation of release of sequestered calcium ion into cytosol	2	40	0.0341	ENSP00000305651,ENSP00000362795	CXCL10,CXCR3
GO:0045637	regulation of myeloid cell differentiation	4	249	0.0343	ENSP00000231751,ENSP00000255040,ENSP00000264657,ENSP00000452780	APCS,B2M,LTF,STAT3
GO:0002548	monocyte chemotaxis	2	41	0.0350	ENSP00000225844,ENSP00000357726	CCL13,S100A12
GO:1905952	regulation of lipid localization	3	129	0.0351	ENSP00000221515,ENSP00000233242,ENSP00000236850	APOA1,APOB,RETN
GO:0009893	positive regulation of metabolic process	18	3280	0.0364	ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000308452,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,APOB,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FPR1,FPR2,KRT17,LTF,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0019722	calcium-mediated signaling	3	132	0.0371	ENSP00000306512,ENSP00000362795,ENSP00000468897	CXCL8,CXCR3,FPR2
GO:0002706	regulation of lymphocyte mediated immunity	3	133	0.0377	ENSP00000343445,ENSP00000364210,ENSP00000452780	AGER,B2M,SERPINB4
GO:0050918	positive chemotaxis	2	43	0.0377	ENSP00000384906,ENSP00000468897	FPR2,SAA1
GO:0015850	organic hydroxy compound transport	3	134	0.0382	ENSP00000233242,ENSP00000236850,ENSP00000297991	APOA1,APOB,AQP3
GO:0050663	cytokine secretion	2	44	0.0390	ENSP00000255409,ENSP00000357726	CHI3L1,S100A12
GO:1903706	regulation of hemopoiesis	5	412	0.0395	ENSP00000231751,ENSP00000255040,ENSP00000264657,ENSP00000364210,ENSP00000452780	AGER,APCS,B2M,LTF,STAT3
GO:0001816	cytokine production	3	137	0.0402	ENSP00000255409,ENSP00000357726,ENSP00000362795	CHI3L1,CXCR3,S100A12
GO:0031325	positive regulation of cellular metabolic process	17	3060	0.0402	ENSP00000225844,ENSP00000231751,ENSP00000236850,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000308452,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOA1,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FPR1,FPR2,KRT17,LTF,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0019932	second-messenger-mediated signaling	4	266	0.0414	ENSP00000306512,ENSP00000362795,ENSP00000468897,ENSP00000471493	CXCL8,CXCR3,FPR1,FPR2
GO:0045646	regulation of erythrocyte differentiation	2	46	0.0418	ENSP00000264657,ENSP00000452780	B2M,STAT3
GO:0010604	positive regulation of macromolecule metabolic process	17	3081	0.0426	ENSP00000225844,ENSP00000231751,ENSP00000233242,ENSP00000255409,ENSP00000262768,ENSP00000264657,ENSP00000283752,ENSP00000305651,ENSP00000308452,ENSP00000357712,ENSP00000357726,ENSP00000362795,ENSP00000364210,ENSP00000384906,ENSP00000466090,ENSP00000468897,ENSP00000471493	AGER,APOB,CCL13,CHI3L1,CXCL10,CXCR3,ELANE,FPR1,FPR2,KRT17,LTF,S100A12,S100A7,SAA1,SERPINB3,STAT3,TIMP2
GO:0050708	regulation of protein secretion	5	422	0.0428	ENSP00000167588,ENSP00000236850,ENSP00000259396,ENSP00000296435,ENSP00000384906	APOA1,CAMP,KRT20,ORM1,SAA1
GO:0051092	positive regulation of NF-kappaB transcription factor activity	3	142	0.0434	ENSP00000231751,ENSP00000357726,ENSP00000364210	AGER,LTF,S100A12
GO:0002683	negative regulation of immune system process	5	425	0.0437	ENSP00000231751,ENSP00000236850,ENSP00000255040,ENSP00000262865,ENSP00000343445	APCS,APOA1,BPI,LTF,SERPINB4
GO:0032720	negative regulation of tumor necrosis factor production	2	48	0.0445	ENSP00000259396,ENSP00000262865	BPI,ORM1
GO:0032757	positive regulation of interleukin-8 production	2	48	0.0445	ENSP00000296435,ENSP00000466090	CAMP,ELANE
GO:0002762	negative regulation of myeloid leukocyte differentiation	2	49	0.0459	ENSP00000231751,ENSP00000255040	APCS,LTF
GO:0048871	multicellular organismal homeostasis	4	283	0.0490	ENSP00000264657,ENSP00000297991,ENSP00000301653,ENSP00000357791	AQP3,HRNR,KRT16,STAT3
